race,sex,LSAT,UGPA,ZFYA
7.00,1.00,28.00,2.83,-0.08
7.00,1.00,38.00,3.36,0.49
7.00,1.00,42.00,3.01,-2.39
7.00,1.00,37.00,3.70,0.08
7.00,1.00,35.00,3.26,1.19
7.00,0.00,39.00,3.45,0.39
7.00,1.00,49.00,3.49,0.19
7.00,1.00,37.00,3.54,-0.78
7.00,0.00,38.00,3.11,0.05
7.00,0.00,36.00,3.75,1.68
7.00,0.00,30.00,3.19,-0.25
7.00,1.00,30.00,3.28,0.08
7.00,1.00,37.00,4.03,0.06
7.00,1.00,31.00,2.43,1.93
7.00,0.00,48.00,4.21,-0.95
7.00,0.00,39.00,3.45,-0.75
7.00,1.00,51.00,3.16,1.65
7.00,0.00,38.00,3.84,-0.02
7.00,0.00,43.00,3.04,-0.32
7.00,0.00,39.00,3.18,-1.28
7.00,0.00,35.00,4.02,1.17
7.00,0.00,34.00,2.95,-0.36
7.00,0.00,34.00,2.61,-0.79
7.00,0.00,35.00,3.56,-0.86
7.00,0.00,39.00,2.81,0.03
7.00,0.00,29.00,2.62,-0.28
7.00,0.00,27.00,2.50,-0.26
7.00,1.00,24.00,3.50,1.76
7.00,0.00,29.00,3.81,0.68
7.00,1.00,39.00,4.34,2.07
7.00,0.00,43.00,3.52,0.17
7.00,0.00,39.00,3.99,1.72
7.00,0.00,44.00,2.75,-0.22
7.00,1.00,31.00,2.58,-0.32
7.00,0.00,40.00,2.98,-0.47
7.00,0.00,41.00,3.98,-0.45
7.00,1.00,38.00,3.18,1.37
7.00,1.00,33.00,3.33,0.89
7.00,0.00,27.00,2.98,-0.47
7.00,1.00,30.00,3.10,1.63
7.00,1.00,38.00,2.27,0.83
7.00,1.00,34.00,3.64,-0.38
7.00,1.00,34.00,3.19,0.43
7.00,1.00,40.00,3.25,-0.63
7.00,1.00,40.00,3.57,-0.95
7.00,0.00,26.00,4.04,-0.16
7.00,0.00,46.00,4.16,-0.47
7.00,0.00,25.00,2.93,-1.28
7.00,1.00,33.00,4.18,1.06
7.00,1.00,29.00,3.66,0.72
7.00,1.00,45.00,3.18,0.49
7.00,0.00,34.00,3.11,0.69
7.00,0.00,38.00,3.28,-0.95
7.00,0.00,39.00,3.21,1.60
7.00,0.00,33.00,3.24,-0.73
7.00,0.00,37.00,3.49,1.36
7.00,1.00,44.00,3.58,2.34
7.00,1.00,30.00,3.37,0.74
7.00,1.00,27.00,4.11,-1.19
7.00,1.00,40.00,3.45,-0.00
7.00,0.00,35.00,2.93,-1.55
7.00,0.00,31.00,3.22,2.70
7.00,0.00,38.00,2.84,-0.62
7.00,0.00,36.00,3.49,0.76
7.00,1.00,28.00,2.75,-0.26
7.00,0.00,37.00,3.96,0.54
7.00,1.00,39.00,3.55,0.52
7.00,1.00,29.00,3.52,-1.30
7.00,0.00,47.00,4.44,0.42
7.00,1.00,33.00,2.68,0.09
7.00,0.00,43.00,3.54,0.71
7.00,0.00,38.00,3.41,-0.79
7.00,0.00,40.00,3.14,-0.16
7.00,1.00,49.00,3.47,-1.13
7.00,0.00,32.00,3.42,0.67
7.00,0.00,33.00,3.42,0.33
7.00,0.00,65.00,3.59,0.68
7.00,1.00,48.00,3.56,0.74
7.00,1.00,33.00,3.68,-0.04
7.00,0.00,41.00,3.07,-0.09
7.00,1.00,38.00,3.87,-0.12
7.00,1.00,46.00,2.93,-0.70
7.00,0.00,34.00,3.78,0.99
7.00,1.00,39.00,4.01,-1.59
7.00,0.00,39.00,3.06,0.49
7.00,1.00,34.00,3.31,1.01
7.00,0.00,28.00,2.73,-0.74
7.00,0.00,38.00,1.86,0.04
7.00,0.00,34.00,3.69,0.11
7.00,0.00,22.00,3.21,0.68
7.00,0.00,51.00,3.41,1.75
7.00,0.00,27.00,3.33,-1.48
7.00,1.00,47.00,3.36,0.63
7.00,0.00,39.00,2.45,0.70
7.00,0.00,39.00,3.36,-1.14
7.00,0.00,37.00,3.18,-0.10
7.00,0.00,37.00,3.32,-0.80
7.00,0.00,36.00,3.62,-0.11
7.00,1.00,39.00,3.63,0.39
7.00,1.00,32.00,3.11,0.79
7.00,1.00,40.00,3.54,0.92
7.00,0.00,28.00,3.60,1.54
7.00,0.00,34.00,4.03,1.87
7.00,0.00,45.00,3.96,2.26
7.00,0.00,29.00,4.02,1.44
7.00,1.00,33.00,2.75,-1.89
7.00,1.00,42.00,3.81,0.78
7.00,0.00,36.00,3.72,0.18
7.00,1.00,33.00,2.95,-0.68
7.00,1.00,39.00,3.22,1.12
7.00,1.00,40.00,2.91,1.88
7.00,0.00,42.00,3.76,1.64
7.00,0.00,34.00,4.11,1.72
7.00,0.00,46.00,3.95,-0.27
7.00,1.00,38.00,3.10,1.14
7.00,0.00,36.00,3.19,-1.13
7.00,1.00,30.00,2.65,1.63
7.00,0.00,37.00,3.64,0.39
7.00,0.00,39.00,4.04,1.62
7.00,1.00,37.00,3.71,0.97
7.00,0.00,29.00,3.69,0.33
7.00,1.00,40.00,3.10,-0.06
7.00,1.00,50.00,3.75,0.05
7.00,0.00,39.00,3.93,0.94
7.00,1.00,28.00,2.83,0.48
7.00,1.00,46.00,3.58,0.60
7.00,1.00,33.00,2.25,-1.34
7.00,0.00,33.00,2.98,-0.72
7.00,0.00,43.00,3.63,1.81
7.00,1.00,39.00,3.42,1.59
7.00,0.00,38.00,3.91,-0.03
7.00,1.00,37.00,3.86,1.39
7.00,0.00,38.00,3.28,0.81
7.00,0.00,40.00,2.88,1.26
7.00,1.00,46.00,3.08,-0.40
7.00,0.00,33.00,3.61,-0.27
7.00,1.00,40.00,3.33,0.65
7.00,0.00,45.00,3.17,2.54
7.00,1.00,29.00,2.84,0.01
7.00,1.00,34.00,2.76,-0.87
7.00,0.00,28.00,3.64,1.65
7.00,0.00,37.00,3.40,-0.63
7.00,0.00,37.00,3.08,0.22
7.00,1.00,51.00,3.10,-0.62
7.00,0.00,40.00,3.60,0.75
7.00,1.00,38.00,2.74,1.51
7.00,0.00,35.00,3.52,-0.19
7.00,1.00,35.00,3.03,-1.46
7.00,0.00,33.00,4.06,-0.43
7.00,0.00,38.00,3.86,1.17
7.00,1.00,39.00,3.66,1.30
7.00,1.00,31.00,2.85,1.14
7.00,1.00,33.00,2.90,-0.06
7.00,1.00,38.00,3.09,-0.78
7.00,1.00,43.00,4.20,0.68
7.00,0.00,35.00,2.95,1.77
7.00,1.00,36.00,3.13,0.55
7.00,0.00,43.00,3.16,0.74
7.00,0.00,40.00,4.04,-0.66
7.00,1.00,39.00,3.01,-0.94
7.00,1.00,33.00,2.04,0.49
7.00,0.00,32.00,2.79,-0.11
7.00,0.00,34.00,3.01,-0.01
7.00,1.00,52.00,3.39,0.59
7.00,0.00,36.00,3.50,0.13
7.00,1.00,31.00,3.17,-0.21
7.00,0.00,36.00,3.25,0.40
7.00,0.00,41.00,3.51,-0.34
7.00,1.00,32.00,3.99,1.30
7.00,1.00,34.00,3.50,1.43
7.00,1.00,42.00,2.51,-0.07
7.00,1.00,38.00,3.34,1.22
7.00,0.00,38.00,2.62,0.68
7.00,1.00,33.00,2.82,0.68
7.00,1.00,48.00,3.28,-0.94
7.00,0.00,42.00,3.35,0.23
7.00,1.00,41.00,3.06,-0.72
7.00,1.00,36.00,2.45,-0.98
7.00,0.00,42.00,2.71,-1.49
7.00,0.00,36.00,3.41,0.56
7.00,0.00,42.00,3.48,-0.21
7.00,0.00,35.00,2.61,-0.52
7.00,1.00,41.00,2.98,0.98
7.00,0.00,39.00,3.02,1.76
7.00,0.00,44.00,3.09,1.14
7.00,0.00,41.00,3.31,1.30
7.00,1.00,35.00,3.18,1.86
7.00,1.00,47.00,4.01,-0.32
7.00,1.00,33.00,3.29,0.54
7.00,0.00,37.00,3.51,-0.76
7.00,0.00,40.00,3.76,-1.02
7.00,0.00,30.00,2.62,0.60
7.00,1.00,21.00,3.15,-0.65
7.00,1.00,38.00,3.64,-0.35
7.00,1.00,40.00,2.67,2.03
7.00,1.00,29.00,3.24,0.92
7.00,0.00,37.00,4.14,4.28
7.00,1.00,33.00,3.35,-0.06
7.00,0.00,40.00,3.40,-0.47
7.00,1.00,42.00,3.57,-0.47
7.00,1.00,47.00,3.13,0.41
7.00,1.00,43.00,3.30,0.77
7.00,0.00,35.00,3.75,1.28
7.00,0.00,28.00,3.15,0.72
7.00,0.00,37.00,3.47,-1.09
7.00,1.00,36.00,3.78,-0.45
7.00,0.00,32.00,2.52,-0.06
7.00,0.00,26.00,3.13,-1.31
7.00,1.00,33.00,2.79,1.88
7.00,1.00,34.00,3.71,-1.25
7.00,1.00,40.00,2.84,0.97
7.00,1.00,30.00,3.31,1.53
7.00,1.00,36.00,3.06,0.20
7.00,1.00,48.00,3.70,0.33
7.00,0.00,36.00,3.62,1.12
7.00,1.00,45.00,2.79,1.54
7.00,1.00,35.00,2.96,-0.79
7.00,1.00,29.00,3.40,2.20
7.00,1.00,34.00,3.57,-0.03
7.00,1.00,32.00,3.11,-0.92
7.00,0.00,35.00,3.07,0.24
7.00,1.00,36.00,3.05,-0.73
7.00,1.00,33.00,3.37,0.60
7.00,1.00,35.00,3.23,1.51
7.00,1.00,36.00,3.92,1.07
7.00,1.00,36.00,2.61,1.46
7.00,0.00,30.00,3.07,-0.13
7.00,0.00,29.00,3.10,0.14
7.00,0.00,47.00,3.42,0.95
7.00,0.00,40.00,3.74,0.01
7.00,1.00,40.00,3.53,2.04
7.00,1.00,39.00,2.98,0.76
7.00,0.00,29.00,2.79,0.28
7.00,1.00,36.00,3.07,1.07
7.00,1.00,37.00,3.21,-0.75
7.00,1.00,40.00,3.57,0.02
7.00,1.00,36.00,3.96,0.45
7.00,0.00,35.00,3.63,0.82
7.00,0.00,43.00,3.72,0.28
7.00,1.00,43.00,2.93,0.99
7.00,0.00,31.00,2.84,-1.34
7.00,0.00,43.00,3.37,1.13
7.00,0.00,43.00,3.96,0.49
7.00,1.00,46.00,3.15,1.01
7.00,1.00,38.00,2.63,0.31
7.00,0.00,44.00,3.04,-0.67
7.00,0.00,33.00,2.90,-1.31
7.00,1.00,39.00,4.11,-0.03
7.00,1.00,31.00,3.32,0.88
7.00,1.00,38.00,3.36,0.96
7.00,0.00,43.00,3.20,-0.10
7.00,0.00,35.00,2.78,-0.86
7.00,1.00,32.00,3.31,-0.45
7.00,0.00,35.00,2.50,0.29
7.00,0.00,44.00,3.07,0.12
7.00,1.00,22.00,3.11,0.52
7.00,0.00,42.00,3.89,1.16
7.00,0.00,39.00,3.05,-0.22
7.00,0.00,36.00,3.78,-0.30
7.00,0.00,44.00,3.28,0.65
7.00,0.00,42.00,2.97,0.22
7.00,1.00,30.00,2.93,2.32
7.00,0.00,42.00,3.72,0.66
7.00,1.00,29.00,3.37,-0.91
7.00,0.00,31.00,3.03,2.95
7.00,1.00,39.00,3.30,0.96
7.00,0.00,38.00,3.28,-0.91
7.00,0.00,34.00,3.65,1.11
7.00,1.00,37.00,3.02,-3.19
7.00,1.00,37.00,3.37,0.25
7.00,0.00,39.00,3.70,-1.89
7.00,0.00,47.00,2.80,-0.73
7.00,1.00,54.00,3.62,1.12
7.00,0.00,40.00,3.09,0.85
7.00,0.00,42.00,2.97,-1.19
7.00,1.00,36.00,3.40,-1.03
7.00,1.00,37.00,2.52,-0.89
7.00,0.00,49.00,3.65,0.70
7.00,0.00,30.00,3.01,2.21
7.00,0.00,45.00,3.84,1.43
7.00,1.00,45.00,3.24,1.93
7.00,0.00,39.00,3.13,0.38
7.00,1.00,33.00,3.64,2.39
7.00,0.00,32.00,3.15,1.32
7.00,1.00,41.00,3.16,-0.35
7.00,0.00,40.00,3.30,-0.11
7.00,0.00,36.00,2.86,-0.65
7.00,1.00,44.00,2.99,0.22
7.00,1.00,39.00,2.64,-0.95
7.00,0.00,41.00,2.98,0.55
7.00,0.00,36.00,3.08,-0.80
7.00,0.00,39.00,2.69,-0.11
7.00,1.00,37.00,3.20,-0.44
7.00,0.00,41.00,3.02,1.05
7.00,1.00,28.00,3.81,-0.79
7.00,0.00,35.00,2.76,-1.52
7.00,1.00,36.00,3.23,1.57
7.00,0.00,37.00,3.05,-0.81
7.00,1.00,48.00,3.49,-0.15
7.00,1.00,39.00,3.70,-0.36
7.00,0.00,45.00,3.07,-0.10
7.00,0.00,31.00,2.99,0.67
7.00,0.00,37.00,3.59,0.30
7.00,0.00,27.00,3.27,1.76
7.00,1.00,38.00,2.77,0.10
7.00,1.00,28.00,3.27,1.82
7.00,1.00,34.00,3.07,-0.75
7.00,1.00,35.00,3.56,0.38
7.00,0.00,38.00,3.28,0.62
7.00,1.00,33.00,3.18,-0.03
7.00,1.00,40.00,2.18,-0.06
7.00,0.00,37.00,2.93,1.34
7.00,0.00,24.00,3.43,0.59
7.00,1.00,47.00,3.27,-0.06
7.00,0.00,42.00,2.45,-0.76
7.00,0.00,40.00,3.24,-0.22
7.00,1.00,23.00,3.03,0.39
7.00,1.00,39.00,3.05,-0.80
7.00,1.00,42.00,3.20,-0.41
7.00,1.00,35.00,3.32,1.33
7.00,0.00,36.00,4.34,0.25
7.00,0.00,47.00,3.44,-1.24
7.00,0.00,45.00,3.72,0.34
7.00,1.00,31.00,3.85,-1.58
7.00,0.00,34.00,3.62,-0.77
7.00,0.00,36.00,2.62,-0.04
7.00,0.00,36.00,3.31,1.09
7.00,1.00,31.00,3.39,1.00
7.00,1.00,30.00,3.57,-1.02
7.00,0.00,35.00,3.63,0.81
7.00,1.00,31.00,2.90,-0.40
7.00,1.00,39.00,3.13,0.26
7.00,1.00,40.00,3.08,-0.41
7.00,0.00,44.00,3.43,1.06
7.00,0.00,26.00,3.18,-0.49
7.00,0.00,37.00,3.85,-0.71
7.00,0.00,38.00,2.57,0.37
7.00,0.00,31.00,3.43,-0.35
7.00,1.00,48.00,2.92,0.32
7.00,1.00,44.00,3.35,-0.70
7.00,1.00,34.00,3.20,-0.89
7.00,0.00,52.00,2.82,0.45
7.00,0.00,36.00,4.00,0.49
7.00,0.00,37.00,3.95,0.70
7.00,1.00,27.00,2.79,0.40
7.00,0.00,44.00,3.69,-0.06
7.00,0.00,38.00,3.11,-0.30
7.00,0.00,46.00,2.98,0.09
7.00,1.00,33.00,3.38,0.77
7.00,0.00,34.00,2.41,0.40
7.00,1.00,45.00,3.30,0.91
7.00,0.00,35.00,2.28,0.20
7.00,1.00,42.00,2.65,-0.73
7.00,0.00,53.00,3.70,-0.93
7.00,0.00,45.00,3.61,0.17
7.00,0.00,34.00,3.65,-0.52
7.00,0.00,41.00,3.47,1.22
7.00,1.00,38.00,3.65,0.52
7.00,0.00,33.00,2.98,-0.01
7.00,0.00,36.00,3.30,0.37
7.00,1.00,39.00,3.27,-0.18
7.00,1.00,40.00,3.27,0.95
7.00,1.00,36.00,3.11,1.21
7.00,0.00,36.00,3.58,0.13
7.00,0.00,38.00,2.88,0.26
7.00,1.00,33.00,2.89,0.86
7.00,0.00,44.00,3.51,2.00
7.00,0.00,37.00,2.86,-0.07
7.00,0.00,41.00,3.27,-0.40
7.00,1.00,40.00,3.16,2.77
7.00,0.00,33.00,3.36,0.99
7.00,1.00,35.00,2.89,0.32
7.00,0.00,39.00,3.26,0.91
7.00,0.00,31.00,3.40,-0.81
7.00,1.00,39.00,3.71,-0.31
7.00,1.00,39.00,2.91,0.24
7.00,0.00,48.00,3.22,-1.10
7.00,0.00,39.00,2.71,-0.86
7.00,1.00,36.00,3.16,-0.62
7.00,0.00,43.00,2.71,0.82
7.00,1.00,40.00,3.59,0.34
7.00,1.00,27.00,2.84,-0.74
7.00,0.00,42.00,3.44,-0.43
7.00,1.00,37.00,3.40,0.40
7.00,1.00,40.00,2.23,-0.37
7.00,0.00,35.00,2.45,0.21
7.00,0.00,38.00,3.53,1.77
7.00,1.00,51.00,3.13,0.72
7.00,0.00,33.00,3.71,1.77
7.00,0.00,38.00,3.22,0.56
7.00,1.00,41.00,3.18,0.13
7.00,1.00,38.00,3.23,-0.13
7.00,1.00,38.00,3.14,-0.40
7.00,0.00,24.00,3.61,0.98
7.00,0.00,39.00,3.63,-1.13
7.00,1.00,39.00,3.20,-0.63
7.00,1.00,34.00,3.33,0.46
7.00,1.00,33.00,3.27,-0.46
7.00,0.00,41.00,3.24,-0.22
7.00,1.00,42.00,3.24,-0.03
7.00,1.00,46.00,2.60,-1.21
7.00,1.00,37.00,3.02,-0.95
7.00,0.00,30.00,4.11,1.03
7.00,1.00,31.00,3.27,-0.23
7.00,0.00,41.00,3.16,1.08
7.00,1.00,27.00,3.09,1.19
7.00,0.00,41.00,3.44,0.35
7.00,1.00,35.00,3.13,1.42
7.00,0.00,34.00,2.98,1.76
7.00,0.00,31.00,3.17,0.06
7.00,1.00,35.00,3.98,1.41
7.00,0.00,29.00,2.93,1.99
7.00,0.00,45.00,3.43,0.64
7.00,1.00,41.00,3.42,0.07
7.00,1.00,32.00,3.25,0.94
7.00,0.00,39.00,3.43,1.04
7.00,0.00,26.00,3.12,-1.57
7.00,0.00,29.00,3.35,-1.39
7.00,1.00,50.00,3.22,-1.38
7.00,1.00,36.00,3.21,0.25
7.00,0.00,42.00,3.71,0.58
7.00,1.00,44.00,3.12,0.82
7.00,0.00,34.00,3.39,-1.61
7.00,1.00,42.00,3.22,1.15
7.00,0.00,42.00,3.15,1.97
7.00,1.00,33.00,2.74,-0.22
7.00,1.00,37.00,3.06,0.29
7.00,0.00,40.00,4.09,0.15
7.00,1.00,33.00,3.08,-0.30
7.00,0.00,41.00,2.88,0.49
7.00,0.00,28.00,3.90,0.72
7.00,0.00,36.00,3.78,-0.22
7.00,1.00,47.00,3.51,-1.33
7.00,1.00,43.00,3.33,0.62
7.00,1.00,39.00,3.75,0.11
7.00,1.00,37.00,3.10,-0.85
7.00,1.00,40.00,2.31,-2.55
7.00,0.00,43.00,3.30,1.43
7.00,0.00,44.00,2.94,1.10
7.00,1.00,47.00,3.51,-0.35
7.00,1.00,31.00,3.32,0.62
7.00,1.00,38.00,2.93,-1.33
7.00,1.00,34.00,3.78,3.18
7.00,0.00,41.00,3.87,1.15
7.00,1.00,34.00,2.76,-0.21
7.00,1.00,31.00,2.94,1.27
7.00,1.00,34.00,3.48,-1.58
7.00,0.00,41.00,3.64,-0.23
7.00,1.00,41.00,2.86,1.13
7.00,1.00,31.00,3.03,-1.40
7.00,0.00,42.00,2.89,1.54
7.00,0.00,41.00,3.55,1.77
7.00,0.00,32.00,3.29,0.49
7.00,1.00,40.00,3.71,0.40
7.00,1.00,48.00,3.82,-0.11
7.00,0.00,36.00,3.10,0.48
7.00,0.00,29.00,2.92,-1.34
7.00,1.00,42.00,2.77,0.04
7.00,0.00,40.00,3.23,0.66
7.00,1.00,36.00,2.63,-0.02
7.00,0.00,39.00,3.29,0.08
7.00,0.00,42.00,3.91,0.73
7.00,0.00,41.00,3.70,-2.03
7.00,0.00,36.00,3.68,-0.70
7.00,0.00,40.00,3.62,-0.69
7.00,0.00,32.00,2.70,-1.91
7.00,0.00,30.00,3.46,-0.02
7.00,1.00,29.00,3.14,-0.67
7.00,1.00,45.00,3.23,0.62
7.00,1.00,34.00,3.33,-1.49
7.00,1.00,40.00,3.78,0.86
7.00,1.00,26.00,2.78,0.01
7.00,0.00,32.00,4.09,1.48
7.00,0.00,30.00,3.07,1.24
7.00,1.00,48.00,3.91,0.66
7.00,1.00,31.00,3.86,-1.60
7.00,0.00,39.00,2.99,0.79
7.00,0.00,43.00,2.75,-0.49
7.00,0.00,35.00,3.07,-0.35
7.00,1.00,41.00,3.59,-0.40
7.00,1.00,32.00,2.73,-0.23
7.00,0.00,40.00,3.81,1.40
7.00,0.00,29.00,2.72,1.29
7.00,1.00,33.00,3.53,2.85
7.00,0.00,40.00,2.93,-0.63
7.00,1.00,41.00,3.58,-0.77
7.00,1.00,39.00,3.24,-0.06
7.00,1.00,44.00,3.53,1.01
7.00,1.00,41.00,4.12,1.43
7.00,0.00,42.00,3.17,-0.25
7.00,1.00,33.00,3.82,1.24
7.00,0.00,34.00,2.99,-0.63
7.00,0.00,27.00,2.43,0.40
7.00,0.00,42.00,3.69,0.02
7.00,1.00,28.00,3.20,-0.07
7.00,0.00,39.00,2.90,0.45
7.00,1.00,32.00,2.73,-1.28
7.00,1.00,38.00,2.65,-0.21
7.00,0.00,35.00,3.11,0.05
7.00,0.00,25.00,3.55,-0.50
7.00,0.00,30.00,3.20,0.20
7.00,0.00,38.00,2.81,2.25
7.00,0.00,32.00,3.47,0.50
7.00,0.00,35.00,3.71,0.25
7.00,0.00,25.00,2.27,0.70
7.00,1.00,35.00,3.03,0.77
7.00,1.00,43.00,2.47,-0.22
7.00,0.00,39.00,3.43,-0.54
7.00,0.00,41.00,3.20,1.23
7.00,1.00,43.00,2.99,0.12
7.00,0.00,42.00,3.52,-0.25
7.00,0.00,32.00,3.14,-1.53
7.00,0.00,34.00,3.02,1.06
7.00,1.00,35.00,2.90,-0.33
7.00,1.00,29.00,2.88,-1.64
7.00,1.00,31.00,3.03,1.60
7.00,0.00,39.00,2.71,0.45
7.00,1.00,34.00,2.90,0.43
7.00,0.00,37.00,2.94,-0.58
7.00,1.00,37.00,3.54,1.64
7.00,1.00,48.00,2.95,1.76
7.00,1.00,37.00,3.10,0.99
7.00,0.00,39.00,4.20,0.76
7.00,0.00,36.00,3.87,-0.35
7.00,1.00,34.00,3.46,2.28
7.00,1.00,42.00,3.74,-0.44
7.00,1.00,46.00,4.20,0.54
7.00,0.00,35.00,3.44,-0.20
7.00,1.00,43.00,3.54,-0.16
7.00,0.00,40.00,3.48,0.77
7.00,0.00,27.00,3.26,-1.02
7.00,1.00,28.00,3.57,-1.15
7.00,1.00,32.00,2.86,1.63
7.00,1.00,33.00,3.23,-0.40
7.00,0.00,41.00,3.27,-0.37
7.00,0.00,33.00,3.55,-0.37
7.00,1.00,39.00,3.55,-1.83
7.00,1.00,37.00,3.15,-0.66
7.00,0.00,34.00,3.84,-0.73
7.00,0.00,32.00,4.13,1.46
7.00,1.00,24.00,2.18,0.13
7.00,0.00,23.00,3.52,2.56
7.00,1.00,36.00,3.85,0.66
7.00,1.00,36.00,3.59,-0.51
7.00,0.00,53.00,4.15,1.08
7.00,1.00,35.00,3.24,-0.40
7.00,0.00,46.00,2.65,-1.07
7.00,1.00,45.00,3.60,0.99
7.00,0.00,43.00,3.88,0.43
7.00,0.00,38.00,3.65,1.05
7.00,0.00,42.00,3.85,-1.20
7.00,1.00,46.00,3.40,-1.03
7.00,0.00,31.00,3.28,-0.74
7.00,0.00,38.00,3.29,1.22
7.00,0.00,54.00,4.32,0.58
7.00,1.00,27.00,3.10,0.27
7.00,0.00,36.00,3.86,2.08
7.00,0.00,38.00,3.71,-1.08
7.00,1.00,38.00,3.42,0.74
7.00,1.00,35.00,3.08,-0.06
7.00,1.00,32.00,3.25,0.42
7.00,0.00,44.00,3.23,-1.02
7.00,0.00,31.00,3.58,-0.22
7.00,1.00,33.00,3.31,0.20
7.00,0.00,35.00,3.40,1.89
7.00,0.00,29.00,2.93,-0.20
7.00,1.00,25.00,3.26,-0.06
7.00,0.00,31.00,2.64,1.83
7.00,1.00,37.00,3.19,-0.44
7.00,1.00,30.00,2.90,-0.16
7.00,1.00,34.00,2.86,0.09
